"","State","asian_prop","black_prop","hispanic_prop","white_prop","ppbill","pcttip","flair","intro","selling","repeat.","customer_name","smile","thanks","Extraverted_enthusiastic","Critical_quarrelsome","Dependable_selfdisciplined","Anxious_easily_upset","Reserved_quiet","Sympathetic_warm","Disorganized_careless","Conventional_uncreative","birth_yr","sex","race"
"883","in",5,20,15,60,14,20,"Sometimes","Sometimes","Often","Often","Often","Always","Sometimes","5","6","7","5","4","6","7","4",1972,"Female","White"
"884","al",5,30,5,60,12,15,"Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","5","3","6","3","3","6","1","1",1983,"Female","White"
"885","ga",5,5,20,70,30,10,"Never","Never","Never","Often","Sometimes","Never","Never","1","2","6","4","5","4","2","4",1980,"Male","White"
"886","oh",5,70,5,20,10,12.5,"Sometimes","Sometimes","Sometimes","Always","Often","Always","Always","6","4","7","2","6","6","1","2",1985,"Female","White"
"887","tx",5,10,15,70,12,17,"Never","Often","Sometimes","Often","Sometimes","Never","Often","5","2","7","3","4","6","3","3",1970,"Male","White"
"888","mi",1,18,1,80,20,12,"Sometimes","Often","Sometimes","Sometimes","Never","Often","Always","6","4","4","5","2","7","5","5",1971,"Female","White"
"889","az",1,4,20,75,13,18,"Never","Sometimes","Often","Sometimes","Sometimes","Sometimes","Never","5","2","5","4","4","4","1","5",1983,"Female","White"
"890","ma",5,5,5,85,35,18,"Never","Often","Often","Often","Sometimes","Sometimes","Often","3","2","5","1","5","5","6","2",1959,"Female","White"
"891","wi",0,25,10,65,18,15,"Sometimes","Often","Sometimes","Sometimes","Sometimes","Often","Often","5","1","7","2","3","5","2","3",1985,"Female","White"
"892","mi",5,10,10,75,25,15,"Sometimes","Always","Always","Sometimes","Never","Sometimes","Often","4","2","6","2","5","5","4","2",1979,"Female","White"
"894","il",2,30,18,50,12,17,"Sometimes","Always","Often","Often","Sometimes","Often","Often","6","2","5","3","2","4","2","1",1979,"Female","White"
"895","wa",5,5,20,70,20,15,"Often","Always","Often","Sometimes","Often","Always","Always","7","1","6","2","3","7","5","2",1987,"Female","White"
"896","canada",1,1,1,97,60,12,"Often","Sometimes","Often","Always","Sometimes","Often","Always","5","4","4","5","5","7","3","2",1977,"Female","White"
"897","mn",0,1,0,99,50,20,"Never","Sometimes","Often","Always","Always","Always","Never","6","2","6","1","3","5","4","4",1980,"Female","White"
"898","tx",5,10,10,75,15,15,"Never","Often","Often","Sometimes","Often","Sometimes","Never","4","4","6","6","7","6","2","6",1968,"Male","Asian"
"899","dumfriesshire, scotland",0,1,0,99,20,5,"Always","Always","Always","Always","Sometimes","Sometimes","Never","5","5","3","4","5","5","5","3",1974,"Male","White"
